belongs_to_collection;genres;id;imdb_id;original_title;overview;poster_path;release_date;runtime;tagline;title;video;vote_average
;[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}];1535;tt0266987;Spy Game;Veteran spy Nathan Muir is on the verge of retiring from the CIA when he learns that his one-time protégé and close friend, Tom Bishop, is a political prisoner sentenced to die in Beijing. Although their friendship has been marred by bad blood and resentment, Muir agrees to take on the most dangerous mission of his career and rescue Bishop.;/hsb8hBeU3tkTX8SUYW6YYw6JPYD.jpg;18/11/2001;126.0;It's not how you play the game. It's how the game plays you.;Spy Game;False;6.8
;[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}];1537;tt0264472;Changing Lanes;A rush-hour fender-bender on New York City's crowded FDR Drive, under most circumstances, wouldn't set off a chain reaction that could decimate two people's lives. But on this day, at this time, a minor collision will turn two complete strangers into vicious adversaries. Their means of destroying each other might be different, but their goals, ultimately, will be the same: Each will systematically try to dismantle the other's life in a reckless effort to reclaim something he has lost.;/dCTVH1kl3aIkUmWpMT5STLAwsPs.jpg;07/04/2002;89.0;An ambitious lawyer, a desperate father, they had no reason to meet, until today,;Changing Lanes;False;5.9
;[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}];1538;tt0369339;Collateral;Cab driver Max picks up a man who offers him $600 to drive him around. But the promise of easy money sours when Max realizes his fare is an assassin.;/fmkv2eRuYCTq7A5jzMBNgoNe1vA.jpg;04/08/2004;120.0;It started like any other night.;Collateral;False;7.0
;[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}];1540;tt0381690;Vers le sud;A story of three female tourists who visit Haiti, in order to enjoy the sexual nature of the young men.;/uyl698OfXHAiM6X1eZgPI7lbmE9.jpg;07/09/2005;108.0;;Heading South;False;5.6
;[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 12, 'name': 'Adventure'}];1541;tt0103074;Thelma & Louise;Whilst on a short weekend getaway, Louise shoots a man who had tried to rape Thelma. Due to the incriminating circumstances, they make a run for it and thus a cross country chase ensues for the two fugitives. Along the way, both women rediscover the strength of their friendship and surprising aspects of their personalities and self-strengths in the trying times.;/pnzuLoE52EiTfjfqRex2uTkH7LB.jpg;24/05/1991;130.0;Somebody said get a life... so they did;Thelma & Louise;False;7.2
;[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}];1542;tt0151804;Office Space;Three office workers strike back at their evil employers by hatching a hapless attempt to embezzle money.;/iO9aZzrfmMvm3IqkFiQyuuUMLh2.jpg;19/02/1999;89.0;Work sucks.;Office Space;False;7.4
;[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}];1544;tt0421994;Imagine Me & You;During her wedding ceremony, Rachel notices Luce in the audience and feels instantly drawn to her. The two women become close friends, and when Rachel learns that Luce is a lesbian, she realizes that despite her happy marriage to Heck, she is falling for Luce. As she questions her sexual orientation, Rachel must decide between her stable relationship with Heck and her exhilarating new romance with Luce.;/6IXVDZOpqThs3GTPix4ImwrTVb7.jpg;01/02/2005;93.0;There goes the bride.;Imagine Me & You;False;7.0
;[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}];1546;tt0318761;Thumbsucker;Justin, a teenager boy, throws himself and everyone around him into chaos when he attempts to break free from his addiction to his thumb.;/zEL3Wj4VHr3Hzn4FUmFQn2IIkBo.jpg;23/01/2005;96.0;;Thumbsucker;False;6.2
{'id': 109076, 'name': 'Lost Boys Collection', 'poster_path': '/rpuL8zSLmVt34gwk03gSGReSjog.jpg', 'backdrop_path': '/qXpWa7kDopkOyEhuZtOLgIh4SW9.jpg'};[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}];1547;tt0093437;The Lost Boys;A mother and her two teenage sons move to a seemingly nice and quiet small coastal California town yet soon find out that it's overrun by bike gangs and vampires. A couple of teenage friends take it upon themselves to hunt down the vampires that they suspect of a few mysterious murders and restore peace and calm to their town.;/evo7oiay9qDUzY510VhrB3YzyJs.jpg;31/07/1987;97.0;Sleep all day. Party all night. Never grow old. Never die. It's fun to be a vampire.;The Lost Boys;False;6.8
;[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}];1548;tt0162346;Ghost World;A quirky girl tries to figure out what to do now that she had graduated from high school, and forms a friendship with an eccentric 40-year-old record collector after playing a prank on him with her best friend.;/2qdw5cGpXcG56j5pWU4e6UYKk0v.jpg;20/07/2001;111.0;Accentuate the negative.;Ghost World;False;7.1
;[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}];1550;tt0311648;Pieces of April;Quirky and rebellious April Burns lives with her boyfriend in a low-rent New York City apartment miles away from her emotionally distant family. But when she discovers that her mother has a fatal form of breast cancer, she invites the clan to her place for Thanksgiving. While her father struggles to drive her family into the city, April -- an inexperienced cook -- runs into kitchen trouble and must ask a neighbor for help.;/ccDS002s5Aavb1qCjlx379jmHXu.jpg;19/01/2003;81.0;She's the one in every family.;Pieces of April;False;6.4
;[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}];1551;tt0099582;Flatliners;Five medical students want to find out if there is life after death. They plan to stop one of their hearts for a few seconds, thus simulating death, and then bring the person back to life. A science fiction thriller from the early 1990's with a star studded cast.;/3CoUzgCU8kR2UCXovrvfNAjvWkI.jpg;09/08/1990;115.0;Some lines shouldn't be crossed.;Flatliners;False;6.3
;[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}];1552;tt0098067;Parenthood;"The story of the Buckman family and friends, attempting to bring up their children. They suffer/enjoy all the events that occur: estranged relatives, the ""black sheep"" of the family, the eccentrics, the skeletons in the closet, and the rebellious teenagers.";/e51tNNQBJpJi9xkyuj0QFhyBcz7.jpg;31/07/1989;124.0;A comedy about life, love and the gentle art of raising children.;Parenthood;False;6.4
;[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}];1553;tt0411270;De battre mon cœur s'est arrêté;Like his father, Tom is a real estate agent who makes his money from dirty, and sometimes brutal, deals. But a chance encounter prompts him to take up the piano and become a concert pianist. He auditions with the help of a beautiful, young virtuoso pianist who cannot speak French - music is their only exchange. But pressures from the ugly world of his day job soon become more than he can handle...;/47zfk5IIrbupXbw6DFay25vY1cR.jpg;17/02/2005;107.0;Can music tame the raging soul?;The Beat That My Heart Skipped;False;6.8
;[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}];1554;tt0090967;Down by Law;The story of three men from completely different tracks who all meet in a Louisiana prison cell and eventually begin an awkward journey together.;/yqNZ9wPBCHt22tc3l4Nvw627DDO.jpg;01/05/1986;107.0;It's not where you start - It's where you start again.;Down by Law;False;7.2
{'id': 239766, 'name': 'The Klapisch Trilogy', 'poster_path': '/woD0gFHbZgwi9RpLL0uSQ56hnJA.jpg', 'backdrop_path': '/p7g6oUYWhKS1TmLo4xBMnDNcsGh.jpg'};[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}];1555;tt0283900;L'Auberge espagnole;A strait-laced French student moves into an apartment in Barcelona with a cast of six other characters from all over Europe. Together, they speak the international language of love and friendship.;/scxUBFLKArKya4WEm20oCGOoEnd.jpg;17/05/2002;122.0;They came from Paris, Rome, London and Berlin to... the Spanish Apartment... where a year can change a lifetime.;The Spanish Apartment;False;7.0
;[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}];1557;tt0126765;23;"The movie's plot is based on the true story of a group of young computer hackers from Hannover, Germany. In the late 1980s the orphaned Karl Koch invests his heritage in a flat and a home computer. At first he dials up to bulletin boards to discuss conspiracy theories inspired by his favorite novel, R.A. Wilson's ""Illuminatus"", but soon he and his friend David start breaking into government and military computers. Pepe, one of Karl's rather criminal acquaintances senses that there is money in computer cracking - he travels to east Berlin and tries to contact the KGB.";/iKO6A0yqmoS8Gk0dQo8d9zIYLhV.jpg;02/07/1998;99.0;;23;False;7.1
;[{'id': 9648, 'name': 'Mystery'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}];1559;tt0072235;Sweet Movie;The winner (Carole Laure) of the Miss World Virginity contest marries, escapes from her masochistic husband and ends up involved in a world of debauchery.;/ftOtiQPpH3cMCCR0Wp0nnsGm8RJ.jpg;12/06/1974;99.0;;Sweet Movie;False;5.8
;[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}];1560;tt0100623;Singapore Sling: Ο άνθρωπος που αγάπησε ένα πτώμα;Singapore Sling is chasing after Laura, a romantic memory from his past. One night he finds himself in a mysterious villa, watching two women bury a body. He falls into their trap and, in an atmosphere of isolation and decadence, the trio act out insane pleasure games and a ritual of blood and murder.;/9Arf8w8SbOdY9zvXqGzIrRCRUDZ.jpg;13/09/1990;115.0;Trapped in a Deadly Game of Torture and Murder!;Singapore Sling;False;7.9
;[{'id': 18, 'name': 'Drama'}];1561;tt0061996;Mouchette;Robert Bresson plumbs great reservoirs of feelings with one of the most searing portraits of human desperation ever put on film.;/2jlGE69Wl8kHhvP7EmeoOmVBR1T.jpg;28/03/1967;81.0;;Mouchette;False;7.3
{'id': 1565, 'name': '28 Days/Weeks Later Collection', 'poster_path': '/4AeGz1Jwnq6ky2kfLT95Tm8nEiw.jpg', 'backdrop_path': '/bpn1vynevsKLwAMRikY1L6cb18p.jpg'};[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}];1562;tt0463854;28 Weeks Later;In this chilling sequel to 28 Days Later, the inhabitants of the British Isles appear to have lost their battle against the onslaught of disease, as the deadly rage virus has killed every citizen there. Six months later, a group of Americans dare to set foot on the isles, convinced the danger has come and gone. But it soon becomes all too clear that the scourge continues to live, waiting to pounce on its next victims.;/kcJ99AtUykDhpzfQOApsViQa3fj.jpg;26/04/2007;100.0;When days turn to weeks... the horror returns.;28 Weeks Later;False;6.5
;[{'id': 99, 'name': 'Documentary'}];1563;tt0084628;Sans soleil;"""He wrote me..."" A woman narrates the thoughts of a world traveler, meditations on time and memory expressed in words and images from places as far-flung as Japan, Guinea-Bissau, Iceland, and San Francisco.";/3L5sW2hGHQmNfVBdOsonSfGzSrN.jpg;15/02/1983;100.0;;Sunless;False;7.7
;[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}];1566;tt0052654;Die Brücke;"A group of German boys are ordered to protect a small bridge in their home village during the waning months of the second world war. Truckloads of defeated, cynical Wehrmacht soldiers flee the approaching American troops, but the boys, full of enthusiasm for the ""blood and honor"" Nazi ideology, stay to defend the useless bridge.";/frZsN12LNj62nnW11D3I06eC5O4.jpg;21/10/1959;103.0;They look for love in a world of violence!;The Bridge;False;7.6
;[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}];1567;tt0157016;Seul contre tous;The Butcher (known from Noe's short film Carne) has done some time in jail after beating up the guy who tried to seduce his teenage mentally-handicapped daughter. Now he wants to start a new life. He leaves his daughter in an institution and moves to Lille suburbs with his mistress. She promised him a new butcher shop. She lied. The butcher decides to go back to Paris and find his daughter.;/6VsYFr7gsNfGMyiji4tyObEvxzD.jpg;16/05/1998;93.0;In the bowels of France;I Stand Alone;False;7.5
{'id': 1570, 'name': 'Die Hard Collection', 'poster_path': '/dQP1lu4tBtCiAMeCRcuTFpJiM7y.jpg', 'backdrop_path': '/5kHVblr87FUScuab1PVSsK692IL.jpg'};[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}];1571;tt0337978;Live Free or Die Hard;John McClane is back and badder than ever, and this time he's working for Homeland Security. He calls on the services of a young hacker in his bid to stop a ring of Internet terrorists intent on taking control of America's computer infrastructure.;/pHWgbaXiQD2nmex7u8Xv6XmhaZS.jpg;20/06/2007;128.0;The old school cop is back!;Live Free or Die Hard;False;6.4
{'id': 1570, 'name': 'Die Hard Collection', 'poster_path': '/dQP1lu4tBtCiAMeCRcuTFpJiM7y.jpg', 'backdrop_path': '/5kHVblr87FUScuab1PVSsK692IL.jpg'};[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}];1572;tt0112864;Die Hard: With a Vengeance;"New York detective John McClane is back and kicking bad-guy butt in the third installment of this action-packed series, which finds him teaming with civilian Zeus Carver to prevent the loss of innocent lives. McClane thought he'd seen it all, until a genius named Simon engages McClane, his new ""partner"" -- and his beloved city -- in a deadly game that demands their concentration.";/ivpXGcsPZglyYrN65THWSD7JM3q.jpg;19/05/1995;128.0;Think fast. Look alive. Die hard.;Die Hard: With a Vengeance;False;6.9
{'id': 1570, 'name': 'Die Hard Collection', 'poster_path': '/dQP1lu4tBtCiAMeCRcuTFpJiM7y.jpg', 'backdrop_path': '/5kHVblr87FUScuab1PVSsK692IL.jpg'};[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}];1573;tt0099423;Die Hard 2;John McClane is an off-duty cop gripped with a feeling of déjà vu when on a snowy Christmas Eve in the nation's capital, terrorists seize a major international airport, holding thousands of holiday travelers hostage. Renegade military commandos led by a murderous rogue officer plot to rescue a drug lord from justice and are prepared for every contingency except one: McClane's smart-mouthed heroics.;/lmR6vKPYEqAtjq8DJOea5rPnyGl.jpg;02/07/1990;124.0;Die Harder;Die Hard 2;False;6.6
;[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}];1574;tt0299658;Chicago;Murderesses Velma Kelly and Roxie Hart find themselves on death row together and fight for the fame that will keep them from the gallows in 1920s Chicago.;/18pCc2XZ5MO7wsywOYEbhoeuxNw.jpg;26/12/2002;113.0;If You Can't Be Famous, Be Infamous;Chicago;False;6.9
{'id': 17255, 'name': 'Resident Evil Collection', 'poster_path': '/bqnMPsZr9vhjJIwLxc3XzHkYORM.jpg', 'backdrop_path': '/8utTJ9WoQeYcZ0Ztciv6auqwLXl.jpg'};[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}];1576;tt0120804;Resident Evil;When a virus leaks from a top-secret facility, turning all resident researchers into ravenous zombies and their lab animals into mutated hounds from hell, the government sends in an elite military task force to contain the outbreak. Alice and Rain are charged with leading the mission. But they only have three hours before the pathogen becomes airborne and infects the world.;/fttmSgLEOdBNwQepW2lC6t0mbOm.jpg;15/03/2002;100.0;A secret experiment. A deadly virus. A fatal mistake.;Resident Evil;False;6.4
{'id': 17255, 'name': 'Resident Evil Collection', 'poster_path': '/bqnMPsZr9vhjJIwLxc3XzHkYORM.jpg', 'backdrop_path': '/8utTJ9WoQeYcZ0Ztciv6auqwLXl.jpg'};[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}];1577;tt0318627;Resident Evil: Apocalypse;As the city is locked down under quarantine, Alice joins a small band of elite soldiers, enlisted to rescue the missing daughter of the creator of the mutating T-virus. It's a heart-pounding race against time as the group faces off against hordes of blood- thirsty zombies, stealthy Lickers, mutant canines and the most sinister foe yet.;/iSuDk6sbkbjnLfB5rftMlyiJfh4.jpg;10/09/2004;94.0;You're all going to die.;Resident Evil: Apocalypse;False;6.1
;[{'id': 18, 'name': 'Drama'}];1578;tt0081398;Raging Bull;When Jake LaMotta steps into a boxing ring and obliterates his opponent, he's a prizefighter. But when he treats his family and friends the same way, he's a ticking time bomb, ready to go off at any moment. Though LaMotta wants his family's love, something always seems to come between them. Perhaps it's his violent bouts of paranoia and jealousy. This kind of rage helped make him a champ, but in real life, he winds up in the ring alone.;/cbTfaMrWpZWwF3mY40v1SKaAVCx.jpg;14/11/1980;129.0;;Raging Bull;False;7.7
;[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}];1579;tt0472043;Apocalypto;Set in the Mayan civilization, when a man's idyllic presence is brutally disrupted by a violent invading force, he is taken on a perilous journey to a world ruled by fear and oppression where a harrowing end awaits him. Through a twist of fate and spurred by the power of his love for his woman and his family he will make a desperate break to return home and to ultimately save his way of life.;/5BTFXR96hcBzmJvd9FwNayV79Xu.jpg;07/12/2006;139.0;No one can outrun their destiny.;Apocalypto;False;7.3
;[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}];1580;tt0040746;Rope;"Two young men strangle their ""inferior"" classmate, hide his body in their apartment, and invite his friends and family to a dinner party as a means to challenge the ""perfection"" of their crime.";/8JUyhb3j4d4KMPizrPUyDcYfovY.jpg;23/08/1948;80.0;;Rope;False;7.8
;[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}];1581;tt0457939;The Holiday;Two women, one (Cameron Diaz) from America and one (Kate Winslet) from Britain, swap homes at Christmastime after bad breakups with their boyfriends. Each woman finds romance with a local man (Jude Law, Jack Black) but realizes that the imminent return home may end the relationship.;/ixNtpuq8OVp4IckgzkSJIflFDkw.jpg;08/12/2006;136.0;It's Christmas Eve and we are going to go celebrate being young and being alive.;The Holiday;False;6.7
{'id': 478442, 'name': 'Lammbock Collection', 'poster_path': '/kEasQuxb1LYV7sOaaGl2NQ0iMLJ.jpg', 'backdrop_path': '/9BtQ6KC6QIT824WZaeMf5JZnXKB.jpg'};[{'id': 35, 'name': 'Comedy'}];1583;tt0258760;Lammbock;Stefan and Kai have good going business, self-grown cannabis screened as pizza delivering service. For now they only have to deal with plant-louses.;/2oOiWdMgZL18JIUilikNhuAwehB.jpg;23/08/2001;93.0;;Lammbock;False;7.0
;[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}];1584;tt0332379;School of Rock;Fired from his band and hard up for cash, guitarist and vocalist Dewey Finn finagles his way into a job as a fourth-grade substitute teacher at a private school, where he secretly begins teaching his students the finer points of rock 'n' roll. The school's hard-nosed principal is rightly suspicious of Finn's activities. But Finn's roommate remains in the dark about what he's doing.;/cREN222Yw78zvSQ9bg17Y9QZS0c.jpg;03/10/2003;108.0;He just landed the gig of his life: 5th grade.;School of Rock;False;6.8
;[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}];1585;tt0038650;It's a Wonderful Life;George Bailey has spent his entire life giving of himself to the people of Bedford Falls. He has always longed to travel but never had the opportunity in order to prevent rich skinflint Mr. Potter from taking over the entire town. All that prevents him from doing so is George's modest building and loan company, which was founded by his generous father. But on Christmas Eve, George's Uncle Billy loses the business's $8,000 while intending to deposit it in the bank. Potter finds the misplaced money, hides it from Billy, and George's troubles begin.;/qRitcyVpWdL7bSV7akDcKTR2YxL.jpg;20/12/1946;130.0;It's a wonderful laugh! It's a wonderful love!;It's a Wonderful Life;False;8.0
;[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}];1586;tt0363988;Secret Window;Mort Rainey, a writer just emerging from a painful divorce with his ex-wife, is stalked at his remote lake house by a psychotic stranger and would-be scribe who claims Rainey swiped his best story idea. But as Rainey endeavors to prove his innocence, he begins to question his own sanity.;/f5t7Df50xjniLlE80ty2dYsZBqI.jpg;12/03/2004;96.0;The most important part of a story is the ending.;Secret Window;False;6.4
;[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}];1587;tt0108550;What's Eating Gilbert Grape;Gilbert has to care for his brother Arnie and his obese mother, which gets in the way when love walks into his life.;/jQLoOPwNxyILwDbdhn9DsfQz0Sg.jpg;17/12/1993;118.0;A film about the love you find...In the last place you look.;What's Eating Gilbert Grape;False;7.5
{'id': 430186, 'name': 'Bring It On Collection', 'poster_path': '/iybFuFGBKPD8LXOgugjnA8sI6Bb.jpg', 'backdrop_path': '/ypR7RZO9hIAyd3lIx07gJ0AVvbB.jpg'};[{'id': 35, 'name': 'Comedy'}];1588;tt0204946;Bring It On;The Toro cheerleading squad from Rancho Carne High School in San Diego has got spirit, spunk, sass and a killer routine that's sure to land them the national championship trophy for the sixth year in a row. But for newly-elected team captain, the Toros' road to total cheer glory takes a shady turn when she discovers that their perfectly-choreographed routines were in fact stolen.;/yg0O6eGgrumDZ1bht3pqMjNaWon.jpg;25/08/2000;98.0;May the best moves win.;Bring It On;False;5.8
;[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}];1589;tt0337631;The Boys from County Clare;Two feuding brothers and their respective Ceilidh bands compete at a music festival. Set in 1960's Ireland.;/zHFYubK4XoG9L2rdWjNf4ODWvo8.jpg;12/09/2003;91.0;;The Boys from County Clare;False;6.5
;[{'id': 18, 'name': 'Drama'}];1590;tt0424908;Copying Beethoven;A fictionalised exploration of Beethoven's life in his final days working on his Ninth Symphony. It is 1824. Beethoven is racing to finish his new symphony. However, it has been years since his last success and he is plagued by deafness, loneliness and personal trauma. A copyist is urgently needed to help the composer. A fictional character is introduced in the form of a young conservatory student and aspiring composer named Anna Holtz. The mercurial Beethoven is skeptical that a woman might become involved in his masterpiece but slowly comes to trust in Anna's assistance and in the end becomes quite fond of her. By the time the piece is performed, her presence in his life is an absolute necessity. Her deep understanding of his work is such that she even corrects mistakes he has made, while her passionate personality opens a door into his private world.;/jxyqka5Wfcdt7FZ3r9q6ZmGCcRP.jpg;10/09/2006;104.0;;Copying Beethoven;False;6.3
;[{'id': 18, 'name': 'Drama'}];1591;tt0161860;Nirgendwo in Afrika;A Jewish woman named Jettel Redlich flees Nazi Germany with her daughter Regina, to join her husband, Walter, on a farm in Kenya. At first, Jettel refuses to adjust to her new circumstances, bringing with her a set of china dishes and an evening gown. While Regina adapts readily to this new world, forming a strong bond with her father's cook, an African named Owuor.;/qczbnkRh59p3thNOHMQ3Ko3EgEK.jpg;11/12/2001;140.0;One family's tale of a homeland lost... and a homeland found.;Nowhere in Africa;False;7.0
;[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}];1592;tt0117381;Primal Fear;An arrogant, high-powered attorney takes on the case of a poor altar boy found running away from the scene of the grisly murder of the bishop who has taken him in. The case gets a lot more complex when the accused reveals that there may or may not have been a 3rd person in the room. The intensity builds when a surprise twist alters everyone's perception of the crime.;/jaDUxqDju6zqoADVKvZo2OunoRC.jpg;03/04/1996;129.0;Sooner or later, a man who wears two faces forgets which one is real.;Primal Fear;False;7.4
{'id': 85943, 'name': 'Night at the Museum Collection', 'poster_path': '/q2nwE0Qi8U6tsU5HDmiWS2D3dSJ.jpg', 'backdrop_path': '/fOmqiIXfJmeANciOTCN6WkKbwK.jpg'};[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}];1593;tt0477347;Night at the Museum;Chaos reigns at the natural history museum when night watchman Larry Daley accidentally stirs up an ancient curse, awakening Attila the Hun, an army of gladiators, a Tyrannosaurus rex and other exhibits. Larry tries desperately to keep the museum under control, but he's fighting a losing battle until President Teddy Roosevelt comes to the rescue.;/NUbCSwy2EQ9Z6psUjPqr3WdVI2.jpg;20/10/2006;108.0;Where History Comes To Life;Night at the Museum;False;6.4
{'id': 937, 'name': 'The Pink Panther (Original) Collection', 'poster_path': '/xu6gZ0zGUSR8SC2QLKFaUrX2niM.jpg', 'backdrop_path': '/6KE7AguGR3UqwUn5RkzkoBc3MLy.jpg'};[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}];1594;tt0058586;A Shot in the Dark;A Shot in the Dark is the second and more successful film from the Pink Panther film series where both animated and real life sequences are mixed. A cult classic from Blake Edwards based on the play L’Idiot by Marcel Achard and Harry Kurnitz.;/eIHCtW49NgGr4s0WEfpSGFBrJCv.jpg;23/06/1964;102.0;... The Picture That Gets Away With Murder!;A Shot in the Dark;False;7.2
;[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}];1595;tt0382357;Land of Plenty;After living abroad, Lana returns to the United States, and finds that her uncle is a reclusive vagabond with psychic wounds from the Vietnam War.;/bGtFOtvHFaHJbFR5aIg6LCkawS8.jpg;10/09/2004;123.0;;Land of Plenty;False;5.4
{'id': 51509, 'name': 'Meet the Parents Collection', 'poster_path': '/WFkinadVm4NRynRKuUcaLFNIDx.jpg', 'backdrop_path': '/7UWRq79VHc58QXTSn57UsOUKQLZ.jpg'};[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}];1597;tt0212338;Meet the Parents;Greg Focker is ready to marry his girlfriend, Pam, but before he pops the question, he must win over her formidable father, humorless former CIA agent Jack Byrnes, at the wedding of Pam's sister. As Greg bends over backward to make a good impression, his visit to the Byrnes home turns into a hilarious series of disasters, and everything that can go wrong does, all under Jack's critical, hawklike gaze.;/wVjtQtzv9IcNRGnOOdcK797Sdxx.jpg;06/10/2000;108.0;First comes love. Then comes the interrogation.;Meet the Parents;False;6.6
;[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}];1598;tt0101540;Cape Fear;Sam Bowden is a small-town corporate attorney. Max Cady is a tattooed, cigar-smoking, bible-quoting, psychotic rapist. What do they have in common? Fourteen years ago, Sam was a public defender assigned to Max Cady's rape trial, and he made a serious error: he hid a document from his illiterate client that could have gotten him acquitted. Now, the cagey, bibliophile Cady has been released, and he intends to teach Sam Bowden and his family a thing or two about loss.;/4KvrvcqckdupXXO2YnANtyG7QLK.jpg;15/11/1991;128.0;There is nothing in the dark that isn't there in the light. Except fear.;Cape Fear;False;7.0
;[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}];1599;tt0356721;I Heart Huckabees;A husband-and-wife team play detective, but not in the traditional sense. Instead, the happy duo helps others solve their existential issues, the kind that keep you up at night, wondering what it all means.;/xMVGVA3MAWtBcLIsfkYLa31n241.jpg;10/09/2004;106.0;An existential comedy;I Heart Huckabees;False;6.2
;[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}];1600;tt0101765;La double vie de Véronique;"Veronique is a beautiful young French woman who aspires to be a renowned singer; Weronika lives in Poland, has a similar career goal and looks identical to Veronique, though the two are not related. The film follows both women as they contend with the ups and downs of their individual lives, with Veronique embarking on an unusual romance with Alexandre Fabbri, a puppeteer who may be able to help her with her existential issues.";/CuBNIdRCfFbTQTZtK0G99mxI42.jpg;15/05/1991;97.0;Each of us is matched somewhere in the world, by our exact double - someone who shares our thoughts and dreams;The Double Life of Veronique;False;7.3
;[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}];1607;tt0106489;A Bronx Tale;Set in the Bronx during the tumultuous 1960s, an adolescent boy is torn between his honest, working-class father and a violent yet charismatic crime boss. Complicating matters is the youngster's growing attraction - forbidden in his neighborhood - for a beautiful black girl.;/wlYIwDwk53R4h0uMnpK1NAhHqdg.jpg;14/09/1993;121.0;One man lives in the neighborhood, another man owns it.;A Bronx Tale;False;7.4
